Company Name,Website,Source,WhatsApp Link,Phone Number,WhatsApp Source,Contact Person,Contact Title,Contact Email,Founder Source,All Emails Found
Institut für Finanzplanung,https://www.iffp.ch,OSM,https://wa.me/046975782055,046975782055,site mentions WhatsApp,Team Dozierende,partner,info@iffp.ch,website,info@iffp.ch; 00info@iffp.ch
CrossFit Kreis 9,https://crossfitkreis9.ch,OSM,https://wa.me/0260616,0260616,site mentions WhatsApp,Saara Owner,CEO,saara.owner@crossfitkreis9.ch,website,office@crossfitkreis9.ch; saara.owner@crossfitkreis9.ch
LSC Brandschutz GmbH,https://lscb.ch,OSM,https://wa.me/06488455,06488455,site mentions WhatsApp,Ihr Ansprech,partner,ihr@lscb.ch,website,safe@lscb.ch; ihr@lscb.ch
GYMONE,https://www.gymone.ch,OSM,https://wa.me/0260713,0260713,site mentions WhatsApp,Auf Instagram,Partner,info@gymone.ch,website,info@gymone.ch
Across the Limits,https://www.acrossthelimits.ch,OSM,https://wa.me/0260520,0260520,site mentions WhatsApp,Persönlich Wir,inhaber,info@acrossthelimits.ch,website,info@acrossthelimits.ch; bin.dabei@gmx.ch
Physiotherapie Kreuzplatz,https://www.therapiekreuzplatz.ch,OSM,https://wa.me/01020103,01020103,site mentions WhatsApp,Die Funktionaloptometrie,Partner,info@therapiekreuzplatz.ch,website,info@therapiekreuzplatz.ch
Physio ZürichCity,https://physiozuerichcity.ch,OSM,https://wa.me/017090717,017090717,wa.me API check,,,care@physiozuerichcity.ch,none,mail@physiozuerichcity.ch; care@physiozuerichcity.ch
Peter Nitz,https://www.atelierpeternitz.com,OSM,https://wa.me/07382430,07382430,site mentions WhatsApp,Online Leathercraft,Team Member,info@peternitz.com,website,info@peternitz.com
FitnessShop Zürich,https://fitforless.ch,OSM,https://wa.me/043248248248,043248248248,site mentions WhatsApp,Interessante Kategorien,Team Member,interessante.kategorien@fitforless.ch,website,info@fitforless.ch; interessante.kategorien@fitforless.ch
kita fugu,https://www.kitafugu.ch/fugu-kinderkrippe-zuerich-eggbuehl,OSM,https://wa.me/0260608,0260608,site mentions WhatsApp,Betreuungsumfangs Unten,leitung,eggbuehl.zuerich@kitafugu.ch,website,eggbuehl.zuerich@kitafugu.ch; elternbeitraege.sbu@zuerich.ch; elternbeitraege@zuerich.ch; kundendienst@kitafugu.ch
Off-White,https://www.off---white.com/en-ch,OSM,https://wa.me/0591595,0591595,site mentions WhatsApp,,,support@off---white.zendesk.com,none,support@off---white.zendesk.com
Skinfit,https://www.skinfit.eu/at_de/filialen,OSM,https://wa.me/05070008071,05070008071,site mentions WhatsApp,,,max@mustermann.at,none,max@mustermann.at
Jedlitschka Gallery,https://jedlitschka-gallery.ch,OSM,https://wa.me/0104792,0104792,site mentions WhatsApp,Days Start,cto,days.start@jedlitschka-gallery.ch,website,info@jedlitschka-gallery.ch; days.start@jedlitschka-gallery.ch
Pintex,https://pintexag.ch,OSM,https://wa.me/0250221,0250221,site mentions WhatsApp,,,info@pintexag.ch,none,info@pintexag.ch
Gitana Winery,https://www.gitanawinery1953.com,OSM,https://wa.me/0471396784,0471396784,wa.me API check,Dulgher Petru,owner,office.asia@gitanawinery1953.com,website,office.asia@gitanawinery1953.com; office@gitanawinery1953.com; officechisinau@gitanawinery1953.com; ionpopescu@doe.com; john@doe.com; sales.asia@gitanawinery1953.com; swiss.sales@gitanawinery1953.com
uniTTed spinners,https://www.unittedspinners.ch,OSM,https://wa.me/0485751,0485751,site mentions WhatsApp,Pingpong Lounge,Partner,info@unittedspinners.ch,website,info@unittedspinners.ch
Swiss Barakah,https://barakah.ch,OSM,https://wa.me/09402809386026,09402809386026,site mentions WhatsApp,Mohamad Ajami,CEO,mohamad.ajami@barakah.ch,website,info@barakah.ch; emil@anon-design.se; jack@greensock.com; mohamad.ajami@barakah.ch
"Dr. Iten, Dudli + Partner",https://idp-treuhand.ch,OSM,https://wa.me/0260716,0260716,site mentions WhatsApp,Antonio Iten,Geschäftsführer,antonio.iten@idp-treuhand.ch,website,info@idp-treuhand.ch; 20info@idp-treuhand.ch; antonio.iten@idp-treuhand.ch
GIB-Solutions AG,https://www.gib-solutions.ch,OSM,https://wa.me/0260722,0260722,site mentions WhatsApp,,,schlieren@ggsnet.ch,none,info@ggsnet.ch; schlieren@ggsnet.ch
Faye Studio,https://www.fayestudio.ch,OSM,https://wa.me/0445434037,0445434037,site mentions WhatsApp,Persönliche Beg,leitung,hoi@fayestudio.ch,website,hoi@fayestudio.ch
iC Consult GmbH,https://ic-consult.com,OSM,https://wa.me/0260724,0260724,site mentions WhatsApp,Raiffeisen Bank,Owner,raiffeisen.bank@ic-consult.com,website,marketing@ic-consult.com; raiffeisen.bank@ic-consult.com
Lemon,https://www.lemonmoebel.ch,OSM,https://wa.me/08575227547177771247,08575227547177771247,site mentions WhatsApp,,,lemon@lemonmoebel.ch,none,lemon@lemonmoebel.ch
TuricumFit,https://turicum.fit,OSM,https://wa.me/0240820,0240820,site mentions WhatsApp,,,fitness@turicum.fit,none,fitness@turicum.fit
Inhesa GmbH,https://www.inhesa.ch,OSM,https://wa.me/0889576,0889576,site mentions WhatsApp,Coaching Die,Gründer,kontakt@inhesa.de,website,kontakt@inhesa.de
ELZA Institute,https://www.elza-institute.com,OSM,https://wa.me/0260713,0260713,site mentions WhatsApp,Jeddah July,CEO,info@elza-institute.com,website,info@elza-institute.com
Jugendtreff,https://jugendarbeit-uitikon.ch,OSM,https://wa.me/03921568627,03921568627,site mentions WhatsApp,Jugendarbeit Die,leitung,jugendarbeit.die@jugendarbeit-uitikon.ch,website,danielle.misteli@uitikon.org; jugendarbeit.die@jugendarbeit-uitikon.ch
UNIK,https://unik-architektur.ch,OSM,https://wa.me/0230830,0230830,site mentions WhatsApp,,,info@unik-architektur.ch,none,info@unik-architektur.ch
Theater Maralam,https://maralam.net,OSM,https://wa.me/0251216,0251216,site mentions WhatsApp,El Teatro,partner,el@maralam.net,website,maralam@maralam.net; el@maralam.net
Mibex,https://www.mibexsoftware.com,OSM,https://wa.me/0260416,0260416,site mentions WhatsApp,Bitbucket About,Owner,info@elevatic.com,website,info@elevatic.com
Studio Soma,https://www.studio-soma.com,OSM,https://wa.me/0396774,0396774,site mentions WhatsApp,Brunna Breathwork,Co-Founder,info@studio-soma.com,website,info@studio-soma.com
OUS Royal Academy,https://www.academy.zuerich,OSM,https://wa.me/03988698,03988698,site mentions WhatsApp,Academy Switzerland,Partner,admission@ousedu.ch,website,admission@ousedu.ch
Swissdox AG,https://swissdox.ch,OSM,https://wa.me/0260729,0260729,site mentions WhatsApp,Datenanalyse Mit,Partner,datenanalyse.mit@swissdox.ch,website,contact@swissdox.ch; datenanalyse.mit@swissdox.ch
Equans,https://www.equans.ch,OSM,https://wa.me/0800888788,0800888788,site mentions WhatsApp,Equans-Werten Respekt,ceo,info.ch@equans.com,website,info.ch@equans.com
Studio Breath Academy,https://breath-academy.ch,OSM,https://wa.me/0396774,0396774,site mentions WhatsApp,Breath Academy,Co-Founder,breath@breath-academy.ch,website,francesca@breath-academy.ch; breath@breath-academy.ch
Zürcher Beratungsstelle für Asylsuchende,https://www.heks.ch/was-wir-tun/heks-rechtsberatungsstelle-fuer-asylsuchende-zuerich,OSM,https://wa.me/0313701581,0313701581,site mentions WhatsApp,Ihre Spende,cto,info@heks.ch,website,info@heks.ch; s-verfahren.be@rbsbern.ch; zba@heks.ch
YRGEO Solutions GmbH,https://www.yrgeo.solutions,OSM,https://wa.me/0202608,0202608,site mentions WhatsApp,Die Nutzung,Partner,info@yrgeo.solutions,website,info@yrgeo.solutions
PriveTec Haushaltsgeräte Service,https://www.privetec.ch,OSM,https://wa.me/0433001046,0433001046,site mentions WhatsApp,Ihr Haushaltsger,Partner,info@privetec.ch,website,info@privetec.ch
Pragmatica,https://www.pragmatica.ch,OSM,https://wa.me/0260520,0260520,site mentions WhatsApp,Competence Center,Partner,info@pragmatica.ch,website,info@pragmatica.ch; anfragen@pragmatica.ch
Reitstall im Dörfli,https://www.reitstall-im-doerfli.ch,OSM,https://wa.me/0666666666667,0666666666667,site mentions WhatsApp,,,info@reitstall-im-doerfli.ch,none,info@reitstall-im-doerfli.ch
Stefan Mau Services,https://www.local.ch/de/d/zuerich/8050/stefan-mau-services-jw4b78U-tOvWmeejPixwRg,OSM,https://wa.me/0207214,0207214,site mentions WhatsApp,Beanspruchen Stefan,Inhaber,customercare@localsearch.ch,website,customercare@localsearch.ch
Otto Fischer AG,https://www.ottofischer.ch,OSM,https://wa.me/08210022,08210022,site mentions WhatsApp,Otto Fischer,partner,info@ottofischer.ch,website,info@ottofischer.ch
Renita Thai Massage,https://renita-thaimassage.ch,OSM,https://wa.me/01520153,01520153,site mentions WhatsApp,Renita Thai,Team Member,renita.thai@renita-thaimassage.ch,website,hello@rfuenzalida.com; team@renita-thaimassage.ch; astigma@astigmatic.com; matt@pixelspread.com; renita.thai@renita-thaimassage.ch
Som,https://studio-soma.com,OSM,https://wa.me/0396774,0396774,site mentions WhatsApp,Brunna Breathwork,Co-Founder,brunna.breathwork@studio-soma.com,website,info@studio-soma.com; brunna.breathwork@studio-soma.com
Huus Foif,https://huus-foif.com,OSM,https://wa.me/01020103,01020103,site mentions WhatsApp,,,info@huus-foif.com,none,info@huus-foif.com
cablex,https://www.cablex.ch,OSM,https://wa.me/0834912,0834912,site mentions WhatsApp,Kostenloser Auslegeordnungs-Workshop,Team Member,cablex.info@cablex.ch,website,cablex.info@cablex.ch
White Tex,https://www.whitetex.ch,OSM,https://wa.me/410787083021,+410787083021,site mentions WhatsApp,,,info@whitetex.ch,none,info@whitetex.ch
Dubris AG,https://www.dubris.ch,OSM,https://wa.me/02174924,02174924,site mentions WhatsApp,,,contact@dubris.ch,none,contact@dubris.ch
Wegmüller Licht,https://wegmuellerlicht.ch,OSM,https://wa.me/01520153,01520153,site mentions WhatsApp,,,mwe@wegmuellerlicht.ch,none,mwe@wegmuellerlicht.ch
Relysian,https://relysian.ch,OSM,https://wa.me/0928276930348,0928276930348,site mentions WhatsApp,,,info@relysian.ch,none,info@relysian.ch
EVERYWOW AG,https://www.everywow.ch,OSM,https://wa.me/0200101,0200101,site mentions WhatsApp,Carsten Wengel,CEO,hello@everywow.ch,website,hello@everywow.ch
LVMH,https://www.lvmh.com,OSM,https://wa.me/0260424,0260424,wa.me API check,Publications Key,PARTNER,contact.communication@lvmh.co,website,contact.communication@lvmh.co; contact.communication@lvmh.com; contact.environment@lvmh.com; contact.finance@lvmh.com; contact.rse@lvmh.com; recruitment.meeting@lvmh.com; digitalaccessibility@lvmh.com; dpo.holding@lvmh.fr; insidelvmh@lvmh.com; lvhm_contact_communication@emailatus.com; lvhm_contact_environnement@emailatus.com; mission.handicap@lvmh.com; nlvhm_contact_communication@emailatus.com
A. Baggenstos & Co AG,https://www.baggenstos.ch,OSM,https://wa.me/0586945,0586945,wa.me API check,Lenzlinger Söhne,CEO,info@baggenstos.ch,website,info@baggenstos.ch
ompex,https://ompex.ch,OSM,https://wa.me/0251205,0251205,site mentions WhatsApp,Ihre Energie,Partner,ihre.energie@ompex.ch,website,info@ompex.ch; ihre.energie@ompex.ch
HiveQ,https://hiveq.com,OSM,https://wa.me/0260730,0260730,site mentions WhatsApp,Assessment Partner,Partner,assessment.partner@hiveq.com,website,info@hiveq.com; assessment.partner@hiveq.com
Quad Systems AG,https://quadsystems.tech,OSM,https://wa.me/0260610,0260610,site mentions WhatsApp,North America,partner,north.america@quadsystems.tech,website,contact@rs2d.com; info@dpunion.com.br; info@jasco-spain.com; info@quadsystems.tech; info@tran-sci.com; fan.bu@techship.cn; ponidi@labsystematic.com; sales@nanalysis.com; sales@quadsystems.tech; supercon@ptd.net; north.america@quadsystems.tech
Kadampa Meditationszentrum,https://kadampa.ch,OSM,https://wa.me/0260723,0260723,site mentions WhatsApp,Führungen Öffnungszeiten,Gründer,info@kadampa.ch,website,info@kadampa.ch
Derma Medical Clinic,https://dermamedicalclinic.ch,OSM,https://wa.me/0260728,0260728,site mentions WhatsApp,Narben Hauttherapeutische,leitung,narben.hauttherapeutische@dermamedicalclinic.ch,website,info@dermamedicalclinic.ch; narben.hauttherapeutische@dermamedicalclinic.ch
Vitamin Lounge,https://vitamin-lounge.ch/standorte/standort-wallisellen,OSM,https://wa.me/0260519,0260519,site mentions WhatsApp,Lounge Gmb,Partner,lounge.gmb@vitamin-lounge.ch,website,health@vitamin-lounge.com; wallisellen@vitamin-lounge.com; lounge.gmb@vitamin-lounge.ch
Labör,https://www.laboer.ch,OSM,https://wa.me/0781255,0781255,site mentions WhatsApp,Ariane Gäbler,Leitung,hallo@laboer.ch,website,hallo@laboer.ch
Convita Bethanien,https://bethanien.ch/convita-bethanien,OSM,https://wa.me/0260615,0260615,site mentions WhatsApp,Freiwilligenarbeit Kontakt,Leitung,freiwilligenarbeit@bethanien.ch,website,info@bethanien.ch; convita@bethanien.ch; freiwilligenarbeit@bethanien.ch
Wohnstätten Zwyssig,https://www.wohnstaetten.ch,OSM,https://wa.me/02010100,02010100,site mentions WhatsApp,Begleitung Sportclubs,Partner,info@zwyssig-zueri.ch,website,info@zwyssig-zueri.ch
Sunweb,https://www.sunweb.be,OSM,https://wa.me/02259503,02259503,site mentions WhatsApp,Annuler Envoyer,associé,naam@voorbeeld.nl,website,naam@voorbeeld.nl
Quartiertreff Hirslanden,https://www.qth.ch,OSM,https://wa.me/0795978700,0795978700,site mentions WhatsApp,Verwirklichung Ihrer,Leitung,quartiertreff@qth.ch,website,quartiertreff@qth.ch
Delta City Hotels,https://www.delta-cityhotels.com,OSM,https://wa.me/07372011,07372011,site mentions WhatsApp,,,booking@delta-cityhotels.com,none,booking@delta-cityhotels.com
OJA Schwamendingen,https://www.oja.ch/einrichtungen/oja-schwamendingen,OSM,https://wa.me/0250410,0250410,site mentions WhatsApp,,,schwamendingen@oja.ch,none,info@oja.ch; schwamendingen@oja.ch
Arkadia Alters- & Pflegeresidenz,https://www.arkadia.ch,OSM,https://wa.me/0260728,0260728,site mentions WhatsApp,Daniel Wyss,partner,info@arkadia.ch,website,info@arkadia.ch; adelina.acifi@arkadia.ch; ausbildung@bellevueresidenz.ch; mefat.sinani@arkadia.ch; vanessa.gubler@arkadia.ch
Universitäres Tierspital,http://www.tierspital.uzh.ch,OSM,https://wa.me/0251027,0251027,site mentions WhatsApp,,,stab_tierspital@vetclinics.uzh.ch,none,stab_tierspital@vetclinics.uzh.ch
Heim am Römerhof,https://www.heimroemerhof.ch,OSM,https://wa.me/0260610,0260610,site mentions WhatsApp,Bereich Qualität,Partner,administration@heimroemerhof.ch,website,administration@heimroemerhof.ch; info@roemerhofresidenz.ch; anastasia.skripnikov@heimroemerhof.ch; ausbildung@bellevueresidenz.ch; katarina.milanova@heimroemerhof.ch; maria.mura@heimroemerhof.ch; muster@emailprovider.ch; nikola.stojadinovic@heimroemerhof.ch
Balgrist Campus,https://www.balgristcampus.ch,OSM,https://wa.me/01520153,01520153,site mentions WhatsApp,Balgrist Campus,Director,info@balgristcampus.ch,website,info@balgristcampus.ch; 3dprint@balgristcampus.ch
Reitschule Kolbenhof,https://www.reitschulekolbenhof.ch,OSM,https://wa.me/0260116,0260116,site mentions WhatsApp,Follow Follow,Partner,info@reitschulekolbenhof.ch,website,info@reitschulekolbenhof.ch
Autocity Emil Frey Zürich Nord,https://www.emilfrey.ch/de/zuerich-nord,OSM,https://wa.me/0596713,0596713,site mentions WhatsApp,Ihr Wunschaut,Geschäftsführer,info-baden@emilfrey.ch,website,info-baden@emilfrey.ch; info-balerna@emilfrey.ch; info-basel@emilfrey.ch; info-chavannes@emilfrey.ch; info-duebendorf@emilfrey.ch; info-kreuzgarage-sh@emilfrey.ch; info-morges@emilfrey.ch; info-schaffhausen@emilfrey.ch; info-winterthur@emilfrey.ch; info-zo-volketswil@emilfrey.ch; info-zo-wetzikon@emilfrey.ch; info-zuchwil@emilfrey.ch; info.chur@emilfrey.ch; info.stmoritz@emilfrey.ch; info@emilfreyclassics.ch; altendorf@emilfrey.ch; astonmartin@emilfrey.ch; autocenter@emilfrey.ch; autocenterbern@emilfrey.ch; autohaus@emilfrey.ch; autopark@emilfrey.ch; bern-west@emilfrey.ch; biel@emilfrey.ch; bmw.geneve@emilfrey.ch; centresion@emilfrey.ch; chaux-de-fonds@emilfrey.ch; crissier@emilfrey.ch; ebikon@emilfrey.ch; eigerplatz@emilfrey.ch; emilfrey@select.ch; frauenfeld@emilfrey.ch; garagedulignon@emilfrey.ch; geneve@emilfrey.ch; gfenn@emilfrey.ch; kriens@emilfrey.ch; lamone@emilfrey.ch; luzern-littau@emilfrey.ch; marly@emilfrey.ch; max.mustermann@mail.ch; move@emilfrey.ch; muenchenstein@emilfrey.ch; muensingen@emilfrey.ch; mustermann@mail.ch; noranco@emilfrey.ch; nyon@emilfrey.ch; schlieren@emilfrey.ch; seegarage@emilfrey.ch; sihlbrugg@emilfrey.ch; spreitenbach@emilfrey.ch; st-legier@emilfrey.ch; vernets@emilfrey.ch; volketswil@emilfrey.ch; waedenswil@emilfrey.ch; zuerichnord@emilfrey.ch
Satellite Office Zürich Zürcherhof,https://www.satellite-office.com/standorte/zuerich/zuercherhof,OSM,https://wa.me/0780422,0780422,wa.me API check,Firmensitz Coworking,Partner,info@satelliteoffice.ch,website,info@satelliteoffice.ch; info@satelliteoffice.de; info@satelliteoffice.it
Gabbiano,https://www.gabbiano-exp.ch,OSM,https://wa.me/01020103,01020103,site mentions WhatsApp,,,gabbiano@hotmail.ch,none,gabbiano@hotmail.ch
Saleh,https://coiffeur-saleh.ch,OSM,https://wa.me/0250421,0250421,site mentions WhatsApp,,,info@coiffeur-saleh.ch,none,info@coiffeur-saleh.ch
Leonardo Boutique Hotel Rigihof,https://www.leonardo-hotels.com/zurich/leonardo-boutique-hotel-rigihof-zurich,OSM,https://wa.me/047730387,047730387,site mentions WhatsApp,Service Great,Manager,info.zurich@leonardo-hotels.com,website,info.zurich@leonardo-hotels.com; advantageclub@leonardo-hotels.com; reservations.south@leonardo-hotels.com
Signor Giuseppe,https://signorgiuseppe.ch,OSM,https://wa.me/0260719,0260719,site mentions WhatsApp,,,info@signorgiuseppe.ch,none,info@signorgiuseppe.ch
BachserMärt,https://www.bachsermaert.ch,OSM,https://wa.me/0191204,0191204,site mentions WhatsApp,Märt Lehre,Partner,laden@bachsermaert.ch,website,laden@bachsermaert.ch
Dar,https://www.restaurantdar.com,OSM,https://wa.me/0445488050,0445488050,site mentions WhatsApp,Email Submit,Partner,info@restaurantdar.com,website,info@restaurantdar.com; booking@restaurantdar.com
Grain,https://grain.ch,OSM,https://wa.me/026050518,026050518,site mentions WhatsApp,,,reservations@grain.ch,none,reservations@grain.ch
Shangrila Tibet,https://www.shangrila-tibet.ch,OSM,https://wa.me/0444620412,0444620412,site mentions WhatsApp,Online Tisch,Partner,info@shangrila-tibet.ch,website,info@shangrila-tibet.ch
Ginger,https://ginger-restaurant.ch,OSM,https://wa.me/0444229509,0444229509,site mentions WhatsApp,,,mail@ginger-restaurant.ch,none,mail@ginger-restaurant.ch
World's End,https://worldsend.ch,OSM,https://wa.me/0260120,0260120,site mentions WhatsApp,,,worldsend@worldsend.ch,none,worldsend@worldsend.ch
Europe,https://www.europehotel.ch,OSM,https://wa.me/410434568686,+410434568686,site mentions WhatsApp,,,info@europehotel.ch,none,info@europehotel.ch
Restaurant Waldmannsburg,https://www.waldmannsburg.ch,OSM,https://wa.me/0260705,0260705,site mentions WhatsApp,,,info@waldmannsburg.ch,none,info@waldmannsburg.ch
Regi Beck,https://regibeck.ch,OSM,https://wa.me/0231206,0231206,site mentions WhatsApp,,,info@regibeck.ch,none,info@regibeck.ch
Blockhus,https://restaurant-blockhus.ch,OSM,https://wa.me/0442521453,0442521453,site mentions WhatsApp,,,info@restaurant-blockhus.ch,none,info@restaurant-blockhus.ch
Old Fashion Bar,https://old-fashion-bar.ch,OSM,https://wa.me/0442251888,0442251888,site mentions WhatsApp,,,info@old-fashion-bar.ch,none,info@old-fashion-bar.ch; info@oldfashionbar.ch; info@oldfashiongroup.ch
Molino,https://molino.ch/de/pizzeria-ristorante-molino-select,OSM,https://wa.me/0230920152300,0230920152300,site mentions WhatsApp,Expansion Consulting,Partner,expansion.consulting@molino.ch,website,info@molino.ch; expansion.consulting@molino.ch
Weisses Kreuz,https://restaurant-weisseskreuz.ch,OSM,https://wa.me/0442514950,0442514950,site mentions WhatsApp,,,info@restaurant-weisseskreuz.ch,none,info@restaurant-weisseskreuz.ch
Lotti,https://www.lotti-lokal.ch,OSM,https://wa.me/02174924,02174924,site mentions WhatsApp,,,info@lotti-lokal.ch,none,info@lotti-lokal.ch
Cafeteria,https://www.qth.ch/cafeteria,OSM,https://wa.me/0222021,0222021,site mentions WhatsApp,,,quartiertreff@qth.ch,none,quartiertreff@qth.ch
Schützengasse,https://www.schuetzengasse.com,OSM,https://wa.me/04900491,04900491,site mentions WhatsApp,Presse Gutscheine,Partner,restaurant@schuetzengasse.com,website,restaurant@schuetzengasse.com
Schweizerhof,https://www.hotelschweizerhof.com,OSM,https://wa.me/0260120083459,0260120083459,site mentions WhatsApp,,,info@hotelschweizerhof.com,none,info@hotelschweizerhof.com
Barfly'z,https://barflyz.ch,OSM,https://wa.me/0230328,0230328,site mentions WhatsApp,,,info@barflyz.ch,none,info@barflyz.ch
Porsche Service Zentrum Zürich,https://www.asdag.ch,OSM,https://wa.me/0668159,0668159,site mentions WhatsApp,Lukas Welti,Geschäftsführer,info@asdag.ch,website,info@asdag.ch
Cucina,https://www.cucinarestaurant.ch,OSM,https://wa.me/0202516,0202516,site mentions WhatsApp,,,basilisk@cucinarestaurant.ch,none,basilisk@cucinarestaurant.ch; bernoulli@cucinarestaurant.ch; limmatplatz@cucinarestaurant.ch; milchbuck@cucinarestaurant.ch; niederdorf@cucinarestaurant.ch; reservations@cucina.com; reservations@sectra.com
Old Inn,https://theoldinn.ch,OSM,https://wa.me/07399675,07399675,site mentions WhatsApp,,,hello@theoldinn.ch,none,hello@theoldinn.ch
Quartier 5 Restaurant & Bar,https://quartier5.ch,OSM,https://wa.me/02174924,02174924,site mentions WhatsApp,,,info@quartier5.ch,none,info@quartier5.ch
KWEER,https://kweerbar.ch,OSM,https://wa.me/0188971,0188971,site mentions WhatsApp,,,info@kweerbar.ch,none,info@kweerbar.ch
Denner Express,https://www.denner.ch,OSM,https://wa.me/0869565217,0869565217,site mentions WhatsApp,,,info@denner.ch,none,info@denner.ch
Plaza Klub,https://www.plaza-zurich.ch,OSM,https://wa.me/026080723,026080723,site mentions WhatsApp,,,info@plaza-zurich.ch,none,info@plaza-zurich.ch
Olympia Apotheke,https://www.olympia-apotheke.ch,OSM,https://wa.me/01765229,01765229,site mentions WhatsApp,Aktuell Rotpunkt,Partner,info@olympia-apotheke.ch,website,info@olympia-apotheke.ch
Velo Elsener AG,https://velo-elsener.ch,OSM,https://wa.me/0260717,0260717,site mentions WhatsApp,,,support@toweb.ch,none,support@toweb.ch
Plaza Bar,https://www.plaza-zurich.ch/programm-bar,OSM,https://wa.me/026080723,026080723,site mentions WhatsApp,,,info@plaza-zurich.ch,none,info@plaza-zurich.ch
Hang's,https://hangs.ch,OSM,https://wa.me/0883935,0883935,site mentions WhatsApp,,,restaurant@hangs.ch,none,restaurant@hangs.ch
Oh My Greek,https://ohmygreek.ch/standorte/kalkbreite,OSM,https://wa.me/0260629,0260629,site mentions WhatsApp,,,info@ohmygreek.ch,none,info@ohmygreek.ch
Trip Inn,https://tripinn-hotels.com/zurich,OSM,https://wa.me/0190524,0190524,site mentions WhatsApp,Das Großunternehmen,leitung,das@tripinn-hotels.com,website,info@tripinn-hotels.com; zuerich@tripinn-hotels.com; das@tripinn-hotels.com
Jaime El Barco,https://www.jaime.ch,OSM,https://wa.me/0260310,0260310,site mentions WhatsApp,,,info@jaime.ch,none,info@jaime.ch
Saravanaa Bhavan,https://www.saravanaabhavan.swiss,OSM,https://wa.me/031122025,031122025,site mentions WhatsApp,Festive Opening,Team Member,zurich@saravanaabhavan.swiss,website,zurich@saravanaabhavan.swiss
Cheyenne,https://www.cheyenne-oerlikon.ch,OSM,https://wa.me/0260725,0260725,site mentions WhatsApp,,,cheyenne@cheyenne-oerlikon.ch,none,cheyenne@cheyenne-oerlikon.ch
Garibaldi,https://garibaldi.bar,OSM,https://wa.me/0211109,0211109,site mentions WhatsApp,,,info@garibaldi.bar,none,info@garibaldi.bar
Dali's Bar,https://www.dalis.ch,OSM,https://wa.me/0417935834,0417935834,site mentions WhatsApp,,,contact@dalis.ch,none,contact@dalis.ch; info@dalis.ch
Rheinfelder Bierhalle,https://www.rheinfelderbierhalle.com,OSM,https://wa.me/0493433,0493433,site mentions WhatsApp,,,info@rheinfelderbierhalle.com,none,info@rheinfelderbierhalle.com
Brick,http://brickbar.ch,OSM,https://wa.me/0230328,0230328,site mentions WhatsApp,,,info@brickbar.ch,none,info@brickbar.ch
Il Salento,https://www.ristoranteilsalento.ch,OSM,https://wa.me/0221800,0221800,site mentions WhatsApp,,,info@ristoranteilsalento.ch,none,info@ristoranteilsalento.ch
Rice Up!,https://www.riceup-restaurant.com,OSM,https://wa.me/0260728,0260728,site mentions WhatsApp,,,bern@riceup.ch,none,bern@riceup.ch; circle@riceup.ch; eth@riceup.ch; hauptbahnhof@riceup.ch; loewenplatz@riceup.ch; stadelhofen@riceup.ch; winterthur@riceup.ch
Rebstock,https://www.rebstock-seebach.ch,OSM,https://wa.me/0251112,0251112,site mentions WhatsApp,Analysen View,Partner,info@rebstock-seebach.ch,website,info@rebstock-seebach.ch; reservation@rebstock-seebach.ch
Basilica,https://www.basilica.ch,OSM,https://wa.me/0230713,0230713,site mentions WhatsApp,,,info@basilica.ch,none,info@basilica.ch
Aargauerhof,https://restaurant-aargauerhof.ch,OSM,https://wa.me/010001000,010001000,site mentions WhatsApp,,,info@restaurant-aargauerhof.ch,none,info@restaurant-aargauerhof.ch
Zürich Kreuzplatz / Kirche St. Anton,https://www.mobility.ch,OSM,https://wa.me/0978803,0978803,wa.me API check,,,office@mobility.ch,none,office@mobility.ch
Zürich Bucheggplatz / Wachterweg,https://www.mobility.ch,OSM,https://wa.me/0210920,0210920,wa.me API check,,,office@mobility.ch,none,office@mobility.ch
Zürich Altstetten / Zwischenbächen,https://www.mobility.ch,OSM,https://wa.me/0600568,0600568,wa.me API check,,,office@mobility.ch,none,office@mobility.ch
Zumikon Unterdorf,https://www.mobility.ch,OSM,https://wa.me/0260625,0260625,wa.me API check,,,office@mobility.ch,none,office@mobility.ch
Zürich Affolternstrasse,https://www.mobility.ch,OSM,https://wa.me/0969569,0969569,wa.me API check,,,office@mobility.ch,none,office@mobility.ch
Kantorei,https://restaurantkantorei.ch,OSM,https://wa.me/01000130,01000130,site mentions WhatsApp,,,info@restaurantkantorei.ch,none,info@restaurantkantorei.ch
Addis Ababa,https://addisabebazurich.ch,OSM,https://wa.me/0844040404,0844040404,site mentions WhatsApp,,,support@hostpoint.ch,none,support@hostpoint.ch; billing@hostpoint.ch
Ristorante Bar Certo,https://casa-certo.ch,OSM,https://wa.me/0241115,0241115,site mentions WhatsApp,,,ciao@casa-certo.ch,none,ciao@casa-certo.ch
El Lokal,https://www.ellokal.ch,OSM,https://wa.me/04900491,04900491,site mentions WhatsApp,,,ellokal@ellokal.ch,none,ellokal@ellokal.ch
Voice + Music Academy Zürich,https://www.voicemusic.ch,OSM,https://wa.me/04388486995,04388486995,site mentions WhatsApp,About Zurück,Leitung,info@voicemusic.ch,website,info@voicemusic.ch
Plüsch,https://www.cafe-pluesch.ch,OSM,https://wa.me/01320137,01320137,site mentions WhatsApp,,,kontakt@cafe-pluesch.ch,none,kontakt@cafe-pluesch.ch
